Vendor,Location,Department,Role,Currency,Amount,Item,Rate,Quantity,Summary,Tag,id
Amazon,"Ahmedabad, India",Finance & Accounting,Dept Head,INR,648,Printer,648,1,"Dept Head from Finance & Accounting spent 648 INR on Printer at Amazon in Ahmedabad, India.",Office Supply,R63RQ1D1LL
Ola,"Chennai, India",Marketing,Employee,INR,1014,Flight Ticket,507,2,"Employee from Marketing spent 1014 INR on Flight Ticket at Ola in Chennai, India.",Travel,P1FL66MNWQ
MakeMyTrip,"London, UK",Customer Support,Dept Head,GBP,8500,Flight Ticket,4250,2,"Dept Head from Customer Support spent 8500 GBP on Flight Ticket at MakeMyTrip in London, UK.",Travel,68N7478NBP
Flipkart,"Chennai, India",Operations,Employee,INR,3459,Printer,1153,3,"Employee from Operations spent 3459 INR on Printer at Flipkart in Chennai, India.",Office Supply,86KPDDSKKZ
Uber,"Hyderabad, India",Marketing,Manager,INR,4530,Deluxe Room,4530,1,"Manager from Marketing spent 4530 INR on Deluxe Room at Uber in Hyderabad, India.",Travel,656PGEO16Y
Ola,"Ahmedabad, India",IT,Dept Head,INR,8934,Flight Ticket,2978,3,"Dept Head from IT spent 8934 INR on Flight Ticket at Ola in Ahmedabad, India.",Travel,QD4RG320FG
Flipkart,"Ahmedabad, India",Customer Support,Employee,INR,13998,Printer,4666,3,"Employee from Customer Support spent 13998 INR on Printer at Flipkart in Ahmedabad, India.",Office Supply,ZY8WN1E4LL
Zomato,"Bangalore, India",Sales,Dept Head,INR,9090,Meal,4545,2,"Dept Head from Sales spent 9090 INR on Meal at Zomato in Bangalore, India.",Meals,JW1APJ51S8
OYO,"Mumbai, India",Operations,Manager,INR,9384,Deluxe Room,4692,2,"Manager from Operations spent 9384 INR on Deluxe Room at OYO in Mumbai, India.",Travel,VANZC07ERU
Flipkart,"Jaipur, India",Human Resource,Employee,INR,3504,Printer,1168,3,"Employee from Human Resource spent 3504 INR on Printer at Flipkart in Jaipur, India.",Office Supply,LHVKSJUOM0
Swiggy,"Bangalore, India",Finance & Accounting,Team Lead,INR,3850,Meal,1925,2,"Team Lead from Finance & Accounting spent 3850 INR on Meal at Swiggy in Bangalore, India.",Meals,6S0DKHIHCW
Amazon,"New Delhi, India",IT,Dept Head,INR,2406,Projector,802,3,"Dept Head from IT spent 2406 INR on Projector at Amazon in New Delhi, India.",Office Supply,KQW2DSI8PY
Uber,"Hyderabad, India",Finance & Accounting,Dept Head,INR,3591,Deluxe Room,1197,3,"Dept Head from Finance & Accounting spent 3591 INR on Deluxe Room at Uber in Hyderabad, India.",Travel,SVQDS59QYY
Zomato,"New Delhi, India",Marketing,Manager,INR,8544,Meal,2848,3,"Manager from Marketing spent 8544 INR on Meal at Zomato in New Delhi, India.",Meals,FOFXPZ1WZM
Ola,"Mumbai, India",Marketing,Team Lead,INR,9304,Flight Ticket,4652,2,"Team Lead from Marketing spent 9304 INR on Flight Ticket at Ola in Mumbai, India.",Travel,J4D6J74XJD
Expedia,Hong Kong,IT,Employee,HKD,8970,Flight Ticket,2990,3,Employee from IT spent 8970 HKD on Flight Ticket at Expedia in Hong Kong.,Travel,YKU81HTXZ6
Swiggy,"Berlin, Germany",Marketing,Team Lead,EUR,1007,Meal,1007,1,"Team Lead from Marketing spent 1007 EUR on Meal at Swiggy in Berlin, Germany.",Meals,WAOS7PPJUX
Goibibo,"Bangalore, India",IT,Dept Head,INR,5190,Flight Ticket,1730,3,"Dept Head from IT spent 5190 INR on Flight Ticket at Goibibo in Bangalore, India.",Travel,N3R21UR6T9
Goibibo,"Toronto, Canada",IT,Team Lead,CAD,6386,Deluxe Room,3193,2,"Team Lead from IT spent 6386 CAD on Deluxe Room at Goibibo in Toronto, Canada.",Travel,HDPK74FCQV
Ola,"Mumbai, India",IT,Team Lead,INR,7770,Deluxe Room,3885,2,"Team Lead from IT spent 7770 INR on Deluxe Room at Ola in Mumbai, India.",Travel,E93EIXW4Q7
Amazon,"Pune, India",Customer Support,Team Lead,INR,1199,Printer,1199,1,"Team Lead from Customer Support spent 1199 INR on Printer at Amazon in Pune, India.",Office Supply,FMCSJHAAPZ
Expedia,"Jaipur, India",Customer Support,Team Lead,INR,1483,Flight Ticket,1483,1,"Team Lead from Customer Support spent 1483 INR on Flight Ticket at Expedia in Jaipur, India.",Travel,4GXJUGM3F3
Expedia,"Ahmedabad, India",Operations,Manager,INR,3699,Flight Ticket,1233,3,"Manager from Operations spent 3699 INR on Flight Ticket at Expedia in Ahmedabad, India.",Travel,PYF0U9AKOP
Flipkart,"Ahmedabad, India",Finance & Accounting,Manager,INR,2784,Projector,928,3,"Manager from Finance & Accounting spent 2784 INR on Projector at Flipkart in Ahmedabad, India.",Office Supply,JGFH79OGED
MakeMyTrip,"Toronto, Canada",Finance & Accounting,Employee,CAD,1250,Deluxe Room,1250,1,"Employee from Finance & Accounting spent 1250 CAD on Deluxe Room at MakeMyTrip in Toronto, Canada.",Travel,4BPXJJNQFZ
MakeMyTrip,"Mumbai, India",Sales,Manager,INR,6786,Flight Ticket,2262,3,"Manager from Sales spent 6786 INR on Flight Ticket at MakeMyTrip in Mumbai, India.",Travel,G3570CGQX4
Flipkart,"Bangalore, India",Finance & Accounting,Employee,INR,8320,Printer,4160,2,"Employee from Finance & Accounting spent 8320 INR on Printer at Flipkart in Bangalore, India.",Office Supply,5I38041L81
Zomato,"Hyderabad, India",Human Resource,Dept Head,INR,1525,Meal,1525,1,"Dept Head from Human Resource spent 1525 INR on Meal at Zomato in Hyderabad, India.",Meals,3RUB3XMF52
Swiggy,"Pune, India",IT,Employee,INR,2014,Meal,2014,1,"Employee from IT spent 2014 INR on Meal at Swiggy in Pune, India.",Meals,D62E0UU6BI
Expedia,"Ahmedabad, India",Marketing,Dept Head,INR,2572,Deluxe Room,2572,1,"Dept Head from Marketing spent 2572 INR on Deluxe Room at Expedia in Ahmedabad, India.",Travel,V1272PDZ6O
MakeMyTrip,"Pune, India",Customer Support,Manager,INR,6546,Deluxe Room,3273,2,"Manager from Customer Support spent 6546 INR on Deluxe Room at MakeMyTrip in Pune, India.",Travel,DDK5FSYSMG
Flipkart,"Lucknow, India",Human Resource,Dept Head,INR,6056,Laptop,3028,2,"Dept Head from Human Resource spent 6056 INR on Laptop at Flipkart in Lucknow, India.",Office Supply,AZ66Q9E51O
Goibibo,"Tokyo, Japan",Operations,Dept Head,JPY,11712,Flight Ticket,3904,3,"Dept Head from Operations spent 11712 JPY on Flight Ticket at Goibibo in Tokyo, Japan.",Travel,S0GVH7I1TF
Ola,"Sydney, Australia",Operations,Team Lead,AUD,3282,Deluxe Room,1094,3,"Team Lead from Operations spent 3282 AUD on Deluxe Room at Ola in Sydney, Australia.",Travel,JBFSYNLSSY
MakeMyTrip,"Bangalore, India",Marketing,Dept Head,INR,9345,Deluxe Room,3115,3,"Dept Head from Marketing spent 9345 INR on Deluxe Room at MakeMyTrip in Bangalore, India.",Travel,8KXDSB7YB3
Ola,"Berlin, Germany",Operations,Manager,EUR,5286,Flight Ticket,1762,3,"Manager from Operations spent 5286 EUR on Flight Ticket at Ola in Berlin, Germany.",Travel,8CSM876853
Zomato,"Jaipur, India",Operations,Employee,INR,2514,Meal,838,3,"Employee from Operations spent 2514 INR on Meal at Zomato in Jaipur, India.",Meals,WDZAM14MPB
Flipkart,"Ahmedabad, India",Marketing,Team Lead,INR,2940,Laptop,2940,1,"Team Lead from Marketing spent 2940 INR on Laptop at Flipkart in Ahmedabad, India.",Office Supply,X9V46SGDVW
Zomato,"Pune, India",Human Resource,Employee,INR,6984,Meal,2328,3,"Employee from Human Resource spent 6984 INR on Meal at Zomato in Pune, India.",Meals,A9VCN8ZSV6
Swiggy,"New Delhi, India",Sales,Team Lead,INR,1874,Meal,1874,1,"Team Lead from Sales spent 1874 INR on Meal at Swiggy in New Delhi, India.",Meals,9T68P5WUN8
MakeMyTrip,"Hyderabad, India",IT,Dept Head,INR,3937,Deluxe Room,3937,1,"Dept Head from IT spent 3937 INR on Deluxe Room at MakeMyTrip in Hyderabad, India.",Travel,T0GK6ARYDQ
Swiggy,"Sydney, Australia",Customer Support,Employee,AUD,10461,Meal,3487,3,"Employee from Customer Support spent 10461 AUD on Meal at Swiggy in Sydney, Australia.",Meals,MA0DLQ8AP4
OYO,"New Delhi, India",Finance & Accounting,Employee,INR,3393,Flight Ticket,3393,1,"Employee from Finance & Accounting spent 3393 INR on Flight Ticket at OYO in New Delhi, India.",Travel,UFTZTUNPT5
Amazon,"Tokyo, Japan",Customer Support,Manager,JPY,4109,Printer,4109,1,"Manager from Customer Support spent 4109 JPY on Printer at Amazon in Tokyo, Japan.",Office Supply,8FEEWU8OSR
MakeMyTrip,"Jaipur, India",Human Resource,Dept Head,INR,3585,Flight Ticket,1195,3,"Dept Head from Human Resource spent 3585 INR on Flight Ticket at MakeMyTrip in Jaipur, India.",Travel,ZR2KBKYLQP
Goibibo,"Bangalore, India",Operations,Dept Head,INR,2838,Deluxe Room,2838,1,"Dept Head from Operations spent 2838 INR on Deluxe Room at Goibibo in Bangalore, India.",Travel,45N8S6WFP3
Flipkart,"Toronto, Canada",Finance & Accounting,Team Lead,CAD,14859,Laptop,4953,3,"Team Lead from Finance & Accounting spent 14859 CAD on Laptop at Flipkart in Toronto, Canada.",Office Supply,EN8MHF4J58
Expedia,"Pune, India",Marketing,Employee,INR,2812,Flight Ticket,1406,2,"Employee from Marketing spent 2812 INR on Flight Ticket at Expedia in Pune, India.",Travel,4MJC4YROZS
MakeMyTrip,"Hyderabad, India",Human Resource,Team Lead,INR,1192,Deluxe Room,1192,1,"Team Lead from Human Resource spent 1192 INR on Deluxe Room at MakeMyTrip in Hyderabad, India.",Travel,6515CZNTUJ
Ola,"Kolkata, India",Operations,Team Lead,INR,7862,Deluxe Room,3931,2,"Team Lead from Operations spent 7862 INR on Deluxe Room at Ola in Kolkata, India.",Travel,EHAKMXJ57A
Uber,"Jaipur, India",Sales,Dept Head,INR,2172,Deluxe Room,2172,1,"Dept Head from Sales spent 2172 INR on Deluxe Room at Uber in Jaipur, India.",Travel,RTXTGA0QEZ
MakeMyTrip,"Bangalore, India",Customer Support,Employee,INR,1623,Flight Ticket,1623,1,"Employee from Customer Support spent 1623 INR on Flight Ticket at MakeMyTrip in Bangalore, India.",Travel,FHJQFGAG4S
OYO,"Jaipur, India",Sales,Team Lead,INR,6750,Deluxe Room,2250,3,"Team Lead from Sales spent 6750 INR on Deluxe Room at OYO in Jaipur, India.",Travel,GGRIIQV6EV
MakeMyTrip,"Kolkata, India",Human Resource,Manager,INR,6506,Deluxe Room,3253,2,"Manager from Human Resource spent 6506 INR on Deluxe Room at MakeMyTrip in Kolkata, India.",Travel,QWMX0VE9W1
Amazon,"Hyderabad, India",Sales,Manager,INR,735,Laptop,735,1,"Manager from Sales spent 735 INR on Laptop at Amazon in Hyderabad, India.",Office Supply,5P2AUR5HQZ
Uber,"Jaipur, India",Operations,Manager,INR,6180,Flight Ticket,2060,3,"Manager from Operations spent 6180 INR on Flight Ticket at Uber in Jaipur, India.",Travel,423PCUZVR7
Uber,"New Delhi, India",Customer Support,Employee,INR,2484,Flight Ticket,1242,2,"Employee from Customer Support spent 2484 INR on Flight Ticket at Uber in New Delhi, India.",Travel,4ZDMQHEB7U
Goibibo,"Chennai, India",Operations,Team Lead,INR,2334,Deluxe Room,778,3,"Team Lead from Operations spent 2334 INR on Deluxe Room at Goibibo in Chennai, India.",Travel,ODIIBFEDPH
Goibibo,"Jaipur, India",Operations,Dept Head,INR,1874,Deluxe Room,937,2,"Dept Head from Operations spent 1874 INR on Deluxe Room at Goibibo in Jaipur, India.",Travel,I6H5TKDTBY
Expedia,Hong Kong,IT,Team Lead,HKD,2415,Flight Ticket,2415,1,Team Lead from IT spent 2415 HKD on Flight Ticket at Expedia in Hong Kong.,Travel,U1UDPEQSBP
MakeMyTrip,"Hyderabad, India",Finance & Accounting,Employee,INR,1545,Deluxe Room,515,3,"Employee from Finance & Accounting spent 1545 INR on Deluxe Room at MakeMyTrip in Hyderabad, India.",Travel,YZRDJLSO6D
Flipkart,"Ahmedabad, India",Customer Support,Manager,INR,4301,Printer,4301,1,"Manager from Customer Support spent 4301 INR on Printer at Flipkart in Ahmedabad, India.",Office Supply,37XZXOPZ88
Amazon,"Sydney, Australia",IT,Manager,AUD,1273,Laptop,1273,1,"Manager from IT spent 1273 AUD on Laptop at Amazon in Sydney, Australia.",Office Supply,AAZTCJ31QX
Zomato,Singapore,Sales,Team Lead,SGD,1699,Meal,1699,1,Team Lead from Sales spent 1699 SGD on Meal at Zomato in Singapore.,Meals,EXRMAG9YIT
Uber,Hong Kong,Finance & Accounting,Manager,HKD,12174,Deluxe Room,4058,3,Manager from Finance & Accounting spent 12174 HKD on Deluxe Room at Uber in Hong Kong.,Travel,ZPENSE0CUC
Zomato,"Mumbai, India",Customer Support,Manager,INR,4294,Meal,4294,1,"Manager from Customer Support spent 4294 INR on Meal at Zomato in Mumbai, India.",Meals,8EC9OBVBC0
Flipkart,"Lucknow, India",Finance & Accounting,Manager,INR,12003,Projector,4001,3,"Manager from Finance & Accounting spent 12003 INR on Projector at Flipkart in Lucknow, India.",Office Supply,K86A0ICC4J
Uber,"Lucknow, India",Customer Support,Employee,INR,14310,Flight Ticket,4770,3,"Employee from Customer Support spent 14310 INR on Flight Ticket at Uber in Lucknow, India.",Travel,83J9FUBBMW
Uber,"Dubai, UAE",Marketing,Team Lead,AED,4379,Flight Ticket,4379,1,"Team Lead from Marketing spent 4379 AED on Flight Ticket at Uber in Dubai, UAE.",Travel,7ESKFAKDY1
Goibibo,"Ahmedabad, India",Human Resource,Dept Head,INR,2543,Deluxe Room,2543,1,"Dept Head from Human Resource spent 2543 INR on Deluxe Room at Goibibo in Ahmedabad, India.",Travel,VG8QCLGNQW
Goibibo,"Jaipur, India",Operations,Dept Head,INR,3330,Flight Ticket,1665,2,"Dept Head from Operations spent 3330 INR on Flight Ticket at Goibibo in Jaipur, India.",Travel,89IAWZ5B4A
Zomato,"London, UK",Operations,Manager,GBP,1870,Meal,935,2,"Manager from Operations spent 1870 GBP on Meal at Zomato in London, UK.",Meals,UYAY4H9PVL
Goibibo,"London, UK",Finance & Accounting,Manager,GBP,2466,Flight Ticket,822,3,"Manager from Finance & Accounting spent 2466 GBP on Flight Ticket at Goibibo in London, UK.",Travel,L0OOWBZRVU
Amazon,"Sydney, Australia",Human Resource,Dept Head,AUD,634,Laptop,634,1,"Dept Head from Human Resource spent 634 AUD on Laptop at Amazon in Sydney, Australia.",Office Supply,MLFNVIBK1T
Uber,"Hyderabad, India",Customer Support,Team Lead,INR,7620,Flight Ticket,3810,2,"Team Lead from Customer Support spent 7620 INR on Flight Ticket at Uber in Hyderabad, India.",Travel,Q6G0TMCSS4
MakeMyTrip,"Lucknow, India",Operations,Dept Head,INR,5790,Deluxe Room,1930,3,"Dept Head from Operations spent 5790 INR on Deluxe Room at MakeMyTrip in Lucknow, India.",Travel,7R5ZVXMIJI
Swiggy,"New Delhi, India",Customer Support,Team Lead,INR,5810,Meal,2905,2,"Team Lead from Customer Support spent 5810 INR on Meal at Swiggy in New Delhi, India.",Meals,86PSV34SN8
Expedia,"Lucknow, India",Customer Support,Employee,INR,1960,Flight Ticket,980,2,"Employee from Customer Support spent 1960 INR on Flight Ticket at Expedia in Lucknow, India.",Travel,EDSWRIEY86
Amazon,"Jaipur, India",Operations,Dept Head,INR,1894,Projector,1894,1,"Dept Head from Operations spent 1894 INR on Projector at Amazon in Jaipur, India.",Office Supply,K99DUGMDCV
Flipkart,"Bangalore, India",Human Resource,Team Lead,INR,3615,Printer,3615,1,"Team Lead from Human Resource spent 3615 INR on Printer at Flipkart in Bangalore, India.",Office Supply,NWRM5XBFNO
Goibibo,"New Delhi, India",Operations,Dept Head,INR,2234,Flight Ticket,1117,2,"Dept Head from Operations spent 2234 INR on Flight Ticket at Goibibo in New Delhi, India.",Travel,2RAHZHPM56
Expedia,"Jaipur, India",Operations,Dept Head,INR,10221,Deluxe Room,3407,3,"Dept Head from Operations spent 10221 INR on Deluxe Room at Expedia in Jaipur, India.",Travel,7QOJF774LG
Swiggy,"Jaipur, India",Sales,Dept Head,INR,3838,Meal,3838,1,"Dept Head from Sales spent 3838 INR on Meal at Swiggy in Jaipur, India.",Meals,6JQ9MJ9RWQ
Expedia,"Chennai, India",Customer Support,Manager,INR,4002,Flight Ticket,1334,3,"Manager from Customer Support spent 4002 INR on Flight Ticket at Expedia in Chennai, India.",Travel,HS242WTFIU
Expedia,"New Delhi, India",IT,Manager,INR,4036,Deluxe Room,4036,1,"Manager from IT spent 4036 INR on Deluxe Room at Expedia in New Delhi, India.",Travel,L8I5PNM2YR
Zomato,"Bangalore, India",Finance & Accounting,Manager,INR,960,Meal,960,1,"Manager from Finance & Accounting spent 960 INR on Meal at Zomato in Bangalore, India.",Meals,L2ST25YX4U
Ola,"Lucknow, India",Finance & Accounting,Employee,INR,14010,Flight Ticket,4670,3,"Employee from Finance & Accounting spent 14010 INR on Flight Ticket at Ola in Lucknow, India.",Travel,BDBZTGGLVL
Swiggy,"Chennai, India",Operations,Manager,INR,5774,Meal,2887,2,"Manager from Operations spent 5774 INR on Meal at Swiggy in Chennai, India.",Meals,UYF8SGLZ92
OYO,"Hyderabad, India",Marketing,Employee,INR,7126,Flight Ticket,3563,2,"Employee from Marketing spent 7126 INR on Flight Ticket at OYO in Hyderabad, India.",Travel,V3GTWZI4MI
Swiggy,Hong Kong,Operations,Team Lead,HKD,869,Meal,869,1,Team Lead from Operations spent 869 HKD on Meal at Swiggy in Hong Kong.,Meals,0HUXWE689V
Swiggy,"London, UK",IT,Dept Head,GBP,3437,Meal,3437,1,"Dept Head from IT spent 3437 GBP on Meal at Swiggy in London, UK.",Meals,MY0557LQJU
Expedia,"Kolkata, India",Operations,Manager,INR,2556,Flight Ticket,2556,1,"Manager from Operations spent 2556 INR on Flight Ticket at Expedia in Kolkata, India.",Travel,3O8VWSYV9U
Flipkart,"New Delhi, India",Customer Support,Employee,INR,13563,Laptop,4521,3,"Employee from Customer Support spent 13563 INR on Laptop at Flipkart in New Delhi, India.",Office Supply,Z7DNTUGR4H
Amazon,"Ahmedabad, India",Finance & Accounting,Team Lead,INR,1908,Laptop,636,3,"Team Lead from Finance & Accounting spent 1908 INR on Laptop at Amazon in Ahmedabad, India.",Office Supply,XSGICK6G8K
OYO,"New Delhi, India",Marketing,Employee,INR,4569,Deluxe Room,4569,1,"Employee from Marketing spent 4569 INR on Deluxe Room at OYO in New Delhi, India.",Travel,J5RE3CV7AX
OYO,"Berlin, Germany",Marketing,Team Lead,EUR,9999,Deluxe Room,3333,3,"Team Lead from Marketing spent 9999 EUR on Deluxe Room at OYO in Berlin, Germany.",Travel,HJL5O9FK7R
OYO,"Bangalore, India",IT,Manager,INR,9630,Deluxe Room,4815,2,"Manager from IT spent 9630 INR on Deluxe Room at OYO in Bangalore, India.",Travel,Z46SMVS8OJ
Goibibo,"Kolkata, India",Marketing,Employee,INR,3411,Deluxe Room,3411,1,"Employee from Marketing spent 3411 INR on Deluxe Room at Goibibo in Kolkata, India.",Travel,3SAWJV755R
Uber,"Bangalore, India",Finance & Accounting,Team Lead,INR,3594,Flight Ticket,3594,1,"Team Lead from Finance & Accounting spent 3594 INR on Flight Ticket at Uber in Bangalore, India.",Travel,W0Z4LDWL6E
Zomato,"Pune, India",Marketing,Team Lead,INR,5840,Meal,2920,2,"Team Lead from Marketing spent 5840 INR on Meal at Zomato in Pune, India.",Meals,HYK9JNA4KA
MakeMyTrip,"New Delhi, India",Finance & Accounting,Employee,INR,7791,Flight Ticket,2597,3,"Employee from Finance & Accounting spent 7791 INR on Flight Ticket at MakeMyTrip in New Delhi, India.",Travel,3O5YM5RJB9
Flipkart,"Ahmedabad, India",Sales,Team Lead,INR,3429,Office Chair,3429,1,"Team Lead from Sales spent 3429 INR on Office Chair at Flipkart in Ahmedabad, India.",Office Supply,NYF3K92FLG
Goibibo,"Mumbai, India",Customer Support,Dept Head,INR,4487,Deluxe Room,4487,1,"Dept Head from Customer Support spent 4487 INR on Deluxe Room at Goibibo in Mumbai, India.",Travel,YL55T1BYI3
MakeMyTrip,"New Delhi, India",Marketing,Manager,INR,14877,Flight Ticket,4959,3,"Manager from Marketing spent 14877 INR on Flight Ticket at MakeMyTrip in New Delhi, India.",Travel,QXEQ7VMOMN
Ola,"Mumbai, India",Operations,Employee,INR,6855,Deluxe Room,2285,3,"Employee from Operations spent 6855 INR on Deluxe Room at Ola in Mumbai, India.",Travel,4Z31RQ3HBO
Expedia,"Pune, India",Customer Support,Manager,INR,7728,Deluxe Room,3864,2,"Manager from Customer Support spent 7728 INR on Deluxe Room at Expedia in Pune, India.",Travel,I0X8HE5W66
OYO,"Kolkata, India",Sales,Team Lead,INR,4470,Deluxe Room,1490,3,"Team Lead from Sales spent 4470 INR on Deluxe Room at OYO in Kolkata, India.",Travel,KH2S0BQ8O2
Swiggy,"Kolkata, India",Operations,Dept Head,INR,13494,Meal,4498,3,"Dept Head from Operations spent 13494 INR on Meal at Swiggy in Kolkata, India.",Meals,LQJPY0FIW2
Expedia,"Lucknow, India",Sales,Team Lead,INR,9772,Deluxe Room,4886,2,"Team Lead from Sales spent 9772 INR on Deluxe Room at Expedia in Lucknow, India.",Travel,9ZFJDMHU80
Flipkart,"Hyderabad, India",Human Resource,Team Lead,INR,8664,Printer,2888,3,"Team Lead from Human Resource spent 8664 INR on Printer at Flipkart in Hyderabad, India.",Office Supply,PL089WYTBB
MakeMyTrip,"London, UK",Finance & Accounting,Team Lead,GBP,1142,Deluxe Room,571,2,"Team Lead from Finance & Accounting spent 1142 GBP on Deluxe Room at MakeMyTrip in London, UK.",Travel,OROMS6SZK0
Swiggy,"Jaipur, India",IT,Manager,INR,4504,Meal,2252,2,"Manager from IT spent 4504 INR on Meal at Swiggy in Jaipur, India.",Meals,1K84F00WSL
Swiggy,"Hyderabad, India",IT,Employee,INR,1090,Meal,545,2,"Employee from IT spent 1090 INR on Meal at Swiggy in Hyderabad, India.",Meals,QEF1R49EVZ
Goibibo,"Pune, India",Marketing,Team Lead,INR,1816,Deluxe Room,908,2,"Team Lead from Marketing spent 1816 INR on Deluxe Room at Goibibo in Pune, India.",Travel,PC4NE6JX59
Flipkart,"Jaipur, India",Human Resource,Dept Head,INR,13269,Printer,4423,3,"Dept Head from Human Resource spent 13269 INR on Printer at Flipkart in Jaipur, India.",Office Supply,HE0ZC9MGSF
Swiggy,"Mumbai, India",IT,Manager,INR,5512,Meal,2756,2,"Manager from IT spent 5512 INR on Meal at Swiggy in Mumbai, India.",Meals,9OZDH917NQ
Goibibo,"Tokyo, Japan",Customer Support,Employee,JPY,7436,Deluxe Room,3718,2,"Employee from Customer Support spent 7436 JPY on Deluxe Room at Goibibo in Tokyo, Japan.",Travel,O8RQXX2GG2
MakeMyTrip,"Bangalore, India",IT,Team Lead,INR,6057,Flight Ticket,2019,3,"Team Lead from IT spent 6057 INR on Flight Ticket at MakeMyTrip in Bangalore, India.",Travel,2UFK2XD8L5
Ola,"Paris, France",Finance & Accounting,Team Lead,EUR,4776,Deluxe Room,1592,3,"Team Lead from Finance & Accounting spent 4776 EUR on Deluxe Room at Ola in Paris, France.",Travel,1R0876ILUN
OYO,"Ahmedabad, India",Sales,Manager,INR,3285,Flight Ticket,3285,1,"Manager from Sales spent 3285 INR on Flight Ticket at OYO in Ahmedabad, India.",Travel,O6UYANCKV0
Flipkart,"Bangalore, India",Customer Support,Employee,INR,13209,Laptop,4403,3,"Employee from Customer Support spent 13209 INR on Laptop at Flipkart in Bangalore, India.",Office Supply,ZNUHBY4W8B
Swiggy,"Paris, France",Operations,Dept Head,EUR,1290,Meal,1290,1,"Dept Head from Operations spent 1290 EUR on Meal at Swiggy in Paris, France.",Meals,YPFEK8JWJV
Goibibo,"Chennai, India",Human Resource,Manager,INR,4108,Flight Ticket,4108,1,"Manager from Human Resource spent 4108 INR on Flight Ticket at Goibibo in Chennai, India.",Travel,CMX4YPEPOX
OYO,"Chennai, India",Sales,Employee,INR,4473,Deluxe Room,4473,1,"Employee from Sales spent 4473 INR on Deluxe Room at OYO in Chennai, India.",Travel,YSSBQPFOSE
Swiggy,"Kolkata, India",Marketing,Dept Head,INR,3121,Meal,3121,1,"Dept Head from Marketing spent 3121 INR on Meal at Swiggy in Kolkata, India.",Meals,6SB43OM0RD
Amazon,"Jaipur, India",Human Resource,Employee,INR,3533,Office Chair,3533,1,"Employee from Human Resource spent 3533 INR on Office Chair at Amazon in Jaipur, India.",Office Supply,48YZAQXL5U
Zomato,"Chennai, India",Finance & Accounting,Employee,INR,8086,Meal,4043,2,"Employee from Finance & Accounting spent 8086 INR on Meal at Zomato in Chennai, India.",Meals,UB9UBGM6M0
MakeMyTrip,"Tokyo, Japan",Operations,Dept Head,JPY,3566,Deluxe Room,1783,2,"Dept Head from Operations spent 3566 JPY on Deluxe Room at MakeMyTrip in Tokyo, Japan.",Travel,9274CCKEIT
MakeMyTrip,"New Delhi, India",Finance & Accounting,Manager,INR,2754,Flight Ticket,918,3,"Manager from Finance & Accounting spent 2754 INR on Flight Ticket at MakeMyTrip in New Delhi, India.",Travel,CIFT7DL0XK
Ola,"New Delhi, India",Human Resource,Team Lead,INR,1134,Flight Ticket,1134,1,"Team Lead from Human Resource spent 1134 INR on Flight Ticket at Ola in New Delhi, India.",Travel,53OUMY70H6
Goibibo,"Chennai, India",Finance & Accounting,Team Lead,INR,12852,Deluxe Room,4284,3,"Team Lead from Finance & Accounting spent 12852 INR on Deluxe Room at Goibibo in Chennai, India.",Travel,PDJSZAFO10
Zomato,"Paris, France",IT,Manager,EUR,1506,Meal,753,2,"Manager from IT spent 1506 EUR on Meal at Zomato in Paris, France.",Meals,WRGKTG8XBV
Zomato,"Kolkata, India",Human Resource,Manager,INR,1295,Meal,1295,1,"Manager from Human Resource spent 1295 INR on Meal at Zomato in Kolkata, India.",Meals,TH55LHB6LI
OYO,"Ahmedabad, India",Operations,Manager,INR,5614,Deluxe Room,2807,2,"Manager from Operations spent 5614 INR on Deluxe Room at OYO in Ahmedabad, India.",Travel,YGWT4MV9HZ
Uber,"Mumbai, India",Sales,Manager,INR,13974,Deluxe Room,4658,3,"Manager from Sales spent 13974 INR on Deluxe Room at Uber in Mumbai, India.",Travel,J91M6K29O8
Goibibo,"Mumbai, India",Customer Support,Employee,INR,4350,Deluxe Room,2175,2,"Employee from Customer Support spent 4350 INR on Deluxe Room at Goibibo in Mumbai, India.",Travel,7CL5KCR9P1
Expedia,"Kolkata, India",Marketing,Dept Head,INR,5128,Deluxe Room,2564,2,"Dept Head from Marketing spent 5128 INR on Deluxe Room at Expedia in Kolkata, India.",Travel,5BA7VIP795
Goibibo,"Mumbai, India",Operations,Team Lead,INR,9284,Flight Ticket,4642,2,"Team Lead from Operations spent 9284 INR on Flight Ticket at Goibibo in Mumbai, India.",Travel,8VYRRJIVM0
Zomato,"Pune, India",Sales,Dept Head,INR,14616,Meal,4872,3,"Dept Head from Sales spent 14616 INR on Meal at Zomato in Pune, India.",Meals,92DYDD7FZM
Swiggy,"Kolkata, India",Human Resource,Manager,INR,1569,Meal,1569,1,"Manager from Human Resource spent 1569 INR on Meal at Swiggy in Kolkata, India.",Meals,8SZOXN4U1H
Zomato,"Ahmedabad, India",Customer Support,Manager,INR,4103,Meal,4103,1,"Manager from Customer Support spent 4103 INR on Meal at Zomato in Ahmedabad, India.",Meals,3QM4C9V6AL
Uber,"Jaipur, India",Customer Support,Team Lead,INR,12537,Deluxe Room,4179,3,"Team Lead from Customer Support spent 12537 INR on Deluxe Room at Uber in Jaipur, India.",Travel,EQL0YFSC8D
